"id","id2","año","año2","año3","partido","fecha","fase","grupo","id_grupo","pais","pais_min","xx","xxx","id_jugador","apellido","nombre","xxxx","id_pais_jugador","pais_jugador","pais_jugador_min","tiempo_gol","tiempo_gol2","xxxxx","parte_partido","xxxxxx","xxxxxx"
"1821","G-1821","2002","2002 FIFA World Cup","M-2002-26","Brazil v China","2002-06-08","group stage","Group C","T-09","Brazil","BRA","1","0","P-09952","Ronaldinho","not applicable","11","T-09","Brazil","BRA","45'","45","0","first half","0","1"
"1822","G-1822","2002","2002 FIFA World Cup","M-2002-26","Brazil v China","2002-06-08","group stage","Group C","T-09","Brazil","BRA","1","0","P-04601","Ronaldo","not applicable","9","T-09","Brazil","BRA","55'","55","0","second half","0","0"
"1823","G-1823","2002","2002 FIFA World Cup","M-2002-27","Mexico v Ecuador","2002-06-09","group stage","Group G","T-44","Mexico","MEX","1","0","P-09320","Borgetti","Jared","9","T-44","Mexico","MEX","28'","28","0","first half","0","0"
"1824","G-1824","2002","2002 FIFA World Cup","M-2002-27","Mexico v Ecuador","2002-06-09","group stage","Group G","T-44","Mexico","MEX","1","0","P-08809","Torrado","Gerardo","6","T-44","Mexico","MEX","57'","57","0","second half","0","0"
"1825","G-1825","2002","2002 FIFA World Cup","M-2002-27","Mexico v Ecuador","2002-06-09","group stage","Group G","T-24","Ecuador","ECU","0","1","P-06431","Delgado","Agustín","11","T-24","Ecuador","ECU","5'","5","0","first half","0","0"
"1826","G-1826","2002","2002 FIFA World Cup","M-2002-28","Costa Rica v Turkey","2002-06-09","group stage","Group C","T-16","Costa Rica","CRI","1","0","P-08565","Parks","Winston","12","T-16","Costa Rica","CRI","86'","86","0","second half","0","0"
"1827","G-1827","2002","2002 FIFA World Cup","M-2002-28","Costa Rica v Turkey","2002-06-09","group stage","Group C","T-76","Turkey","TUR","0","1","P-09162","Belözoğlu","Emre","21","T-76","Turkey","TUR","56'","56","0","second half","0","0"
"1828","G-1828","2002","2002 FIFA World Cup","M-2002-29","Japan v Russia","2002-06-09","group stage","Group H","T-42","Japan","JPN","1","0","P-03800","Inamoto","Junichi","5","T-42","Japan","JPN","51'","51","0","second half","0","0"
"1829","G-1829","2002","2002 FIFA World Cup","M-2002-30","South Korea v United States","2002-06-10","group stage","Group D","T-68","South Korea","KOR","1","0","P-07103","Ahn","Jung-hwan","19","T-68","South Korea","KOR","78'","78","0","second half","0","0"
"1830","G-1830","2002","2002 FIFA World Cup","M-2002-30","South Korea v United States","2002-06-10","group stage","Group D","T-79","United States","USA","0","1","P-02894","Mathis","Clint","11","T-79","United States","USA","24'","24","0","first half","0","0"
"1831","G-1831","2002","2002 FIFA World Cup","M-2002-31","Tunisia v Belgium","2002-06-10","group stage","Group H","T-75","Tunisia","TUN","1","0","P-00691","Bouzaiene","Raouf","12","T-75","Tunisia","TUN","17'","17","0","first half","0","0"
"1832","G-1832","2002","2002 FIFA World Cup","M-2002-31","Tunisia v Belgium","2002-06-10","group stage","Group H","T-06","Belgium","BEL","0","1","P-09603","Wilmots","Marc","7","T-06","Belgium","BEL","13'","13","0","first half","0","0"
"1833","G-1833","2002","2002 FIFA World Cup","M-2002-32","Portugal v Poland","2002-06-10","group stage","Group D","T-56","Portugal","PRT","1","0","P-01987","Pauleta","not applicable","9","T-56","Portugal","PRT","14'","14","0","first half","0","0"
"1834","G-1834","2002","2002 FIFA World Cup","M-2002-32","Portugal v Poland","2002-06-10","group stage","Group D","T-56","Portugal","PRT","1","0","P-01987","Pauleta","not applicable","9","T-56","Portugal","PRT","65'","65","0","second half","0","0"
"1835","G-1835","2002","2002 FIFA World Cup","M-2002-32","Portugal v Poland","2002-06-10","group stage","Group D","T-56","Portugal","PRT","1","0","P-01987","Pauleta","not applicable","9","T-56","Portugal","PRT","77'","77","0","second half","0","0"
"1836","G-1836","2002","2002 FIFA World Cup","M-2002-32","Portugal v Poland","2002-06-10","group stage","Group D","T-56","Portugal","PRT","1","0","P-06526","Costa","Rui","10","T-56","Portugal","PRT","88'","88","0","second half","0","0"
"1837","G-1837","2002","2002 FIFA World Cup","M-2002-33","Denmark v France","2002-06-11","group stage","Group A","T-21","Denmark","DNK","1","0","P-02256","Rommedahl","Dennis","19","T-21","Denmark","DNK","22'","22","0","first half","0","0"
"1838","G-1838","2002","2002 FIFA World Cup","M-2002-33","Denmark v France","2002-06-11","group stage","Group A","T-21","Denmark","DNK","1","0","P-09841","Tomasson","Jon Dahl","9","T-21","Denmark","DNK","67'","67","0","second half","0","0"
"1839","G-1839","2002","2002 FIFA World Cup","M-2002-34","Senegal v Uruguay","2002-06-11","group stage","Group A","T-62","Senegal","SEN","1","0","P-06879","Fadiga","Khalilou","10","T-62","Senegal","SEN","20'","20","0","first half","0","1"
"1840","G-1840","2002","2002 FIFA World Cup","M-2002-34","Senegal v Uruguay","2002-06-11","group stage","Group A","T-62","Senegal","SEN","1","0","P-04667","Diop","Papa Bouba","19","T-62","Senegal","SEN","26'","26","0","first half","0","0"
"1841","G-1841","2002","2002 FIFA World Cup","M-2002-34","Senegal v Uruguay","2002-06-11","group stage","Group A","T-62","Senegal","SEN","1","0","P-04667","Diop","Papa Bouba","19","T-62","Senegal","SEN","38'","38","0","first half","0","0"
"1842","G-1842","2002","2002 FIFA World Cup","M-2002-34","Senegal v Uruguay","2002-06-11","group stage","Group A","T-80","Uruguay","URY","0","1","P-06065","Morales","Richard","18","T-80","Uruguay","URY","46'","46","0","second half","0","0"
"1843","G-1843","2002","2002 FIFA World Cup","M-2002-34","Senegal v Uruguay","2002-06-11","group stage","Group A","T-80","Uruguay","URY","0","1","P-01628","Forlán","Diego","21","T-80","Uruguay","URY","69'","69","0","second half","0","0"
"1844","G-1844","2002","2002 FIFA World Cup","M-2002-34","Senegal v Uruguay","2002-06-11","group stage","Group A","T-80","Uruguay","URY","0","1","P-00467","Recoba","Álvaro","20","T-80","Uruguay","URY","88'","88","0","second half","0","1"
"1845","G-1845","2002","2002 FIFA World Cup","M-2002-35","Cameroon v Germany","2002-06-11","group stage","Group E","T-29","Germany","DEU","0","1","P-03200","Bode","Marco","17","T-29","Germany","DEU","50'","50","0","second half","0","0"
"1846","G-1846","2002","2002 FIFA World Cup","M-2002-35","Cameroon v Germany","2002-06-11","group stage","Group E","T-29","Germany","DEU","0","1","P-05239","Klose","Miroslav","11","T-29","Germany","DEU","79'","79","0","second half","0","0"
"1847","G-1847","2002","2002 FIFA World Cup","M-2002-36","Saudi Arabia v Republic of Ireland","2002-06-11","group stage","Group E","T-57","Republic of Ireland","IRL","0","1","P-08628","Keane","Robbie","10","T-57","Republic of Ireland","IRL","7'","7","0","first half","0","0"
"1848","G-1848","2002","2002 FIFA World Cup","M-2002-36","Saudi Arabia v Republic of Ireland","2002-06-11","group stage","Group E","T-57","Republic of Ireland","IRL","0","1","P-09101","Breen","Gary","14","T-57","Republic of Ireland","IRL","61'","61","0","second half","0","0"
"1849","G-1849","2002","2002 FIFA World Cup","M-2002-36","Saudi Arabia v Republic of Ireland","2002-06-11","group stage","Group E","T-57","Republic of Ireland","IRL","0","1","P-09973","Duff","Damien","9","T-57","Republic of Ireland","IRL","87'","87","0","second half","0","0"
"1850","G-1850","2002","2002 FIFA World Cup","M-2002-38","Sweden v Argentina","2002-06-12","group stage","Group F","T-71","Sweden","SWE","1","0","P-00988","Svensson","Anders","8","T-71","Sweden","SWE","59'","59","0","second half","0","0"
"1851","G-1851","2002","2002 FIFA World Cup","M-2002-38","Sweden v Argentina","2002-06-12","group stage","Group F","T-03","Argentina","ARG","0","1","P-07013","Crespo","Hernán","19","T-03","Argentina","ARG","88'","88","0","second half","0","0"
"1852","G-1852","2002","2002 FIFA World Cup","M-2002-39","Slovenia v Paraguay","2002-06-12","group stage","Group B","T-66","Slovenia","SVN","1","0","P-00419","Ačimovič","Milenko","18","T-66","Slovenia","SVN","45'+1'","45","1","first half, stoppage time","0","0"
"1853","G-1853","2002","2002 FIFA World Cup","M-2002-39","Slovenia v Paraguay","2002-06-12","group stage","Group B","T-53","Paraguay","PRY","0","1","P-02234","Cuevas","Nelson","23","T-53","Paraguay","PRY","65'","65","0","second half","0","0"
"1854","G-1854","2002","2002 FIFA World Cup","M-2002-39","Slovenia v Paraguay","2002-06-12","group stage","Group B","T-53","Paraguay","PRY","0","1","P-02234","Cuevas","Nelson","23","T-53","Paraguay","PRY","84'","84","0","second half","0","0"
"1855","G-1855","2002","2002 FIFA World Cup","M-2002-39","Slovenia v Paraguay","2002-06-12","group stage","Group B","T-53","Paraguay","PRY","0","1","P-03065","Campos","Jorge Luis","11","T-53","Paraguay","PRY","73'","73","0","second half","0","0"
"1856","G-1856","2002","2002 FIFA World Cup","M-2002-40","South Africa v Spain","2002-06-12","group stage","Group B","T-67","South Africa","ZAF","1","0","P-03822","McCarthy","Benni","17","T-67","South Africa","ZAF","31'","31","0","first half","0","0"
"1857","G-1857","2002","2002 FIFA World Cup","M-2002-40","South Africa v Spain","2002-06-12","group stage","Group B","T-67","South Africa","ZAF","1","0","P-07803","Radebe","Lucas","19","T-67","South Africa","ZAF","53'","53","0","second half","0","0"
"1858","G-1858","2002","2002 FIFA World Cup","M-2002-40","South Africa v Spain","2002-06-12","group stage","Group B","T-70","Spain","ESP","0","1","P-03846","Raúl","not applicable","7","T-70","Spain","ESP","4'","4","0","first half","0","0"
"1859","G-1859","2002","2002 FIFA World Cup","M-2002-40","South Africa v Spain","2002-06-12","group stage","Group B","T-70","Spain","ESP","0","1","P-03846","Raúl","not applicable","7","T-70","Spain","ESP","56'","56","0","second half","0","0"
"1860","G-1860","2002","2002 FIFA World Cup","M-2002-40","South Africa v Spain","2002-06-12","group stage","Group B","T-70","Spain","ESP","0","1","P-02339","Mendieta","Gaizka","16","T-70","Spain","ESP","45'+1'","45","1","first half, stoppage time","0","0"
"1861","G-1861","2002","2002 FIFA World Cup","M-2002-41","Costa Rica v Brazil","2002-06-13","group stage","Group C","T-16","Costa Rica","CRI","1","0","P-00792","Wanchope","Paulo","9","T-16","Costa Rica","CRI","39'","39","0","first half","0","0"
"1862","G-1862","2002","2002 FIFA World Cup","M-2002-41","Costa Rica v Brazil","2002-06-13","group stage","Group C","T-16","Costa Rica","CRI","1","0","P-06595","Gómez","Rónald","11","T-16","Costa Rica","CRI","56'","56","0","second half","0","0"
"1863","G-1863","2002","2002 FIFA World Cup","M-2002-41","Costa Rica v Brazil","2002-06-13","group stage","Group C","T-09","Brazil","BRA","0","1","P-04601","Ronaldo","not applicable","9","T-09","Brazil","BRA","10'","10","0","first half","0","0"
"1864","G-1864","2002","2002 FIFA World Cup","M-2002-41","Costa Rica v Brazil","2002-06-13","group stage","Group C","T-09","Brazil","BRA","0","1","P-04601","Ronaldo","not applicable","9","T-09","Brazil","BRA","13'","13","0","first half","0","0"
"1865","G-1865","2002","2002 FIFA World Cup","M-2002-41","Costa Rica v Brazil","2002-06-13","group stage","Group C","T-09","Brazil","BRA","0","1","P-01775","Edmílson","not applicable","5","T-09","Brazil","BRA","38'","38","0","first half","0","0"
"1866","G-1866","2002","2002 FIFA World Cup","M-2002-41","Costa Rica v Brazil","2002-06-13","group stage","Group C","T-09","Brazil","BRA","0","1","P-00008","Rivaldo","not applicable","10","T-09","Brazil","BRA","62'","62","0","second half","0","0"
"1867","G-1867","2002","2002 FIFA World Cup","M-2002-41","Costa Rica v Brazil","2002-06-13","group stage","Group C","T-09","Brazil","BRA","0","1","P-01564","Júnior","not applicable","16","T-09","Brazil","BRA","64'","64","0","second half","0","0"
"1868","G-1868","2002","2002 FIFA World Cup","M-2002-42","Turkey v China","2002-06-13","group stage","Group C","T-76","Turkey","TUR","1","0","P-01357","Şaş","Hasan","11","T-76","Turkey","TUR","6'","6","0","first half","0","0"
"1869","G-1869","2002","2002 FIFA World Cup","M-2002-42","Turkey v China","2002-06-13","group stage","Group C","T-76","Turkey","TUR","1","0","P-04118","Korkmaz","Bülent","3","T-76","Turkey","TUR","9'","9","0","first half","0","0"
"1870","G-1870","2002","2002 FIFA World Cup","M-2002-42","Turkey v China","2002-06-13","group stage","Group C","T-76","Turkey","TUR","1","0","P-01361","Davala","Ümit","22","T-76","Turkey","TUR","85'","85","0","second half","0","0"
"1871","G-1871","2002","2002 FIFA World Cup","M-2002-43","Ecuador v Croatia","2002-06-13","group stage","Group G","T-24","Ecuador","ECU","1","0","P-06477","Méndez","Édison","19","T-24","Ecuador","ECU","48'","48","0","second half","0","0"
"1872","G-1872","2002","2002 FIFA World Cup","M-2002-44","Mexico v Italy","2002-06-13","group stage","Group G","T-44","Mexico","MEX","1","0","P-09320","Borgetti","Jared","9","T-44","Mexico","MEX","34'","34","0","first half","0","0"
"1873","G-1873","2002","2002 FIFA World Cup","M-2002-44","Mexico v Italy","2002-06-13","group stage","Group G","T-39","Italy","ITA","0","1","P-09417","Del Piero","Alessandro","7","T-39","Italy","ITA","85'","85","0","second half","0","0"
"1874","G-1874","2002","2002 FIFA World Cup","M-2002-45","Belgium v Russia","2002-06-14","group stage","Group H","T-06","Belgium","BEL","1","0","P-02628","Walem","Johan","10","T-06","Belgium","BEL","7'","7","0","first half","0","0"
"1875","G-1875","2002","2002 FIFA World Cup","M-2002-45","Belgium v Russia","2002-06-14","group stage","Group H","T-06","Belgium","BEL","1","0","P-07820","Sonck","Wesley","9","T-06","Belgium","BEL","78'","78","0","second half","0","0"
"1876","G-1876","2002","2002 FIFA World Cup","M-2002-45","Belgium v Russia","2002-06-14","group stage","Group H","T-06","Belgium","BEL","1","0","P-09603","Wilmots","Marc","7","T-06","Belgium","BEL","82'","82","0","second half","0","0"
"1877","G-1877","2002","2002 FIFA World Cup","M-2002-45","Belgium v Russia","2002-06-14","group stage","Group H","T-59","Russia","RUS","0","1","P-02105","Beschastnykh","Vladimir","11","T-59","Russia","RUS","52'","52","0","second half","0","0"
"1878","G-1878","2002","2002 FIFA World Cup","M-2002-45","Belgium v Russia","2002-06-14","group stage","Group H","T-59","Russia","RUS","0","1","P-03504","Sychev","Dmitri","22","T-59","Russia","RUS","88'","88","0","second half","0","0"
"1879","G-1879","2002","2002 FIFA World Cup","M-2002-46","Tunisia v Japan","2002-06-14","group stage","Group H","T-42","Japan","JPN","0","1","P-04309","Morishima","Hiroaki","8","T-42","Japan","JPN","48'","48","0","second half","0","0"
"1880","G-1880","2002","2002 FIFA World Cup","M-2002-46","Tunisia v Japan","2002-06-14","group stage","Group H","T-42","Japan","JPN","0","1","P-08622","Nakata","Hidetoshi","7","T-42","Japan","JPN","75'","75","0","second half","0","0"
"1881","G-1881","2002","2002 FIFA World Cup","M-2002-47","Poland v United States","2002-06-14","group stage","Group D","T-55","Poland","POL","1","0","P-05113","Olisadebe","Emmanuel","11","T-55","Poland","POL","3'","3","0","first half","0","0"
"1882","G-1882","2002","2002 FIFA World Cup","M-2002-47","Poland v United States","2002-06-14","group stage","Group D","T-55","Poland","POL","1","0","P-00972","Kryszałowicz","Paweł","9","T-55","Poland","POL","5'","5","0","first half","0","0"
"1883","G-1883","2002","2002 FIFA World Cup","M-2002-47","Poland v United States","2002-06-14","group stage","Group D","T-55","Poland","POL","1","0","P-05873","Żewłakow","Marcin","14","T-55","Poland","POL","66'","66","0","second half","0","0"
"1884","G-1884","2002","2002 FIFA World Cup","M-2002-47","Poland v United States","2002-06-14","group stage","Group D","T-79","United States","USA","0","1","P-06818","Donovan","Landon","21","T-79","United States","USA","83'","83","0","second half","0","0"
"1885","G-1885","2002","2002 FIFA World Cup","M-2002-48","Portugal v South Korea","2002-06-14","group stage","Group D","T-68","South Korea","KOR","0","1","P-00100","Park","Ji-sung","21","T-68","South Korea","KOR","70'","70","0","second half","0","0"
"1886","G-1886","2002","2002 FIFA World Cup","M-2002-49","Germany v Paraguay","2002-06-15","round of 16","not applicable","T-29","Germany","DEU","1","0","P-03809","Neuville","Oliver","7","T-29","Germany","DEU","88'","88","0","second half","0","0"
"1887","G-1887","2002","2002 FIFA World Cup","M-2002-50","Denmark v England","2002-06-15","round of 16","not applicable","T-27","England","ENG","0","1","P-06624","Ferdinand","Rio","5","T-27","England","ENG","5'","5","0","first half","0","0"
"1888","G-1888","2002","2002 FIFA World Cup","M-2002-50","Denmark v England","2002-06-15","round of 16","not applicable","T-27","England","ENG","0","1","P-07705","Owen","Michael","10","T-27","England","ENG","22'","22","0","first half","0","0"
"1889","G-1889","2002","2002 FIFA World Cup","M-2002-50","Denmark v England","2002-06-15","round of 16","not applicable","T-27","England","ENG","0","1","P-02832","Heskey","Emile","11","T-27","England","ENG","44'","44","0","first half","0","0"
"1890","G-1890","2002","2002 FIFA World Cup","M-2002-51","Sweden v Senegal","2002-06-16","round of 16","not applicable","T-71","Sweden","SWE","1","0","P-09697","Larsson","Henrik","11","T-71","Sweden","SWE","11'","11","0","first half","0","0"
"1891","G-1891","2002","2002 FIFA World Cup","M-2002-51","Sweden v Senegal","2002-06-16","round of 16","not applicable","T-62","Senegal","SEN","0","1","P-06850","Camara","Henri","7","T-62","Senegal","SEN","37'","37","0","first half","0","0"
"1892","G-1892","2002","2002 FIFA World Cup","M-2002-51","Sweden v Senegal","2002-06-16","round of 16","not applicable","T-62","Senegal","SEN","0","1","P-06850","Camara","Henri","7","T-62","Senegal","SEN","104'","104","0","extra time, first half","0","0"
"1893","G-1893","2002","2002 FIFA World Cup","M-2002-52","Spain v Republic of Ireland","2002-06-16","round of 16","not applicable","T-70","Spain","ESP","1","0","P-01593","Morientes","Fernando","9","T-70","Spain","ESP","8'","8","0","first half","0","0"
"1894","G-1894","2002","2002 FIFA World Cup","M-2002-52","Spain v Republic of Ireland","2002-06-16","round of 16","not applicable","T-57","Republic of Ireland","IRL","0","1","P-08628","Keane","Robbie","10","T-57","Republic of Ireland","IRL","90'","90","0","second half","0","1"
"1895","G-1895","2002","2002 FIFA World Cup","M-2002-53","Mexico v United States","2002-06-17","round of 16","not applicable","T-79","United States","USA","0","1","P-07284","McBride","Brian","20","T-79","United States","USA","8'","8","0","first half","0","0"
"1896","G-1896","2002","2002 FIFA World Cup","M-2002-53","Mexico v United States","2002-06-17","round of 16","not applicable","T-79","United States","USA","0","1","P-06818","Donovan","Landon","21","T-79","United States","USA","65'","65","0","second half","0","0"
"1897","G-1897","2002","2002 FIFA World Cup","M-2002-54","Brazil v Belgium","2002-06-17","round of 16","not applicable","T-09","Brazil","BRA","1","0","P-00008","Rivaldo","not applicable","10","T-09","Brazil","BRA","67'","67","0","second half","0","0"
"1898","G-1898","2002","2002 FIFA World Cup","M-2002-54","Brazil v Belgium","2002-06-17","round of 16","not applicable","T-09","Brazil","BRA","1","0","P-04601","Ronaldo","not applicable","9","T-09","Brazil","BRA","87'","87","0","second half","0","0"
"1899","G-1899","2002","2002 FIFA World Cup","M-2002-55","Japan v Turkey","2002-06-18","round of 16","not applicable","T-76","Turkey","TUR","0","1","P-01361","Davala","Ümit","22","T-76","Turkey","TUR","12'","12","0","first half","0","0"
"1900","G-1900","2002","2002 FIFA World Cup","M-2002-56","South Korea v Italy","2002-06-18","round of 16","not applicable","T-68","South Korea","KOR","1","0","P-07749","Seol","Ki-hyeon","9","T-68","South Korea","KOR","88'","88","0","second half","0","0"
"1901","G-1901","2002","2002 FIFA World Cup","M-2002-56","South Korea v Italy","2002-06-18","round of 16","not applicable","T-68","South Korea","KOR","1","0","P-07103","Ahn","Jung-hwan","19","T-68","South Korea","KOR","117'","117","0","extra time, second half","0","0"
"1902","G-1902","2002","2002 FIFA World Cup","M-2002-56","South Korea v Italy","2002-06-18","round of 16","not applicable","T-39","Italy","ITA","0","1","P-04765","Vieri","Christian","21","T-39","Italy","ITA","18'","18","0","first half","0","0"
"1903","G-1903","2002","2002 FIFA World Cup","M-2002-57","England v Brazil","2002-06-21","quarter-finals","not applicable","T-27","England","ENG","1","0","P-07705","Owen","Michael","10","T-27","England","ENG","23'","23","0","first half","0","0"
"1904","G-1904","2002","2002 FIFA World Cup","M-2002-57","England v Brazil","2002-06-21","quarter-finals","not applicable","T-09","Brazil","BRA","0","1","P-00008","Rivaldo","not applicable","10","T-09","Brazil","BRA","45'+2'","45","2","first half, stoppage time","0","0"
"1905","G-1905","2002","2002 FIFA World Cup","M-2002-57","England v Brazil","2002-06-21","quarter-finals","not applicable","T-09","Brazil","BRA","0","1","P-09952","Ronaldinho","not applicable","11","T-09","Brazil","BRA","50'","50","0","second half","0","0"
"1906","G-1906","2002","2002 FIFA World Cup","M-2002-58","Germany v United States","2002-06-21","quarter-finals","not applicable","T-29","Germany","DEU","1","0","P-05827","Ballack","Michael","13","T-29","Germany","DEU","39'","39","0","first half","0","0"
"1907","G-1907","2002","2002 FIFA World Cup","M-2002-60","Senegal v Turkey","2002-06-22","quarter-finals","not applicable","T-76","Turkey","TUR","0","1","P-01607","Mansız","İlhan","17","T-76","Turkey","TUR","94'","94","0","extra time, first half","0","0"
"1908","G-1908","2002","2002 FIFA World Cup","M-2002-61","Germany v South Korea","2002-06-25","semi-finals","not applicable","T-29","Germany","DEU","1","0","P-05827","Ballack","Michael","13","T-29","Germany","DEU","75'","75","0","second half","0","0"
"1909","G-1909","2002","2002 FIFA World Cup","M-2002-62","Brazil v Turkey","2002-06-26","semi-finals","not applicable","T-09","Brazil","BRA","1","0","P-04601","Ronaldo","not applicable","9","T-09","Brazil","BRA","49'","49","0","second half","0","0"
"1910","G-1910","2002","2002 FIFA World Cup","M-2002-63","South Korea v Turkey","2002-06-29","third-place match","not applicable","T-68","South Korea","KOR","1","0","P-05103","Lee","Eul-yong","13","T-68","South Korea","KOR","9'","9","0","first half","0","0"
"1911","G-1911","2002","2002 FIFA World Cup","M-2002-63","South Korea v Turkey","2002-06-29","third-place match","not applicable","T-68","South Korea","KOR","1","0","P-07275","Song","Chong-gug","22","T-68","South Korea","KOR","90'+3'","90","3","second half, stoppage time","0","0"
"1912","G-1912","2002","2002 FIFA World Cup","M-2002-63","South Korea v Turkey","2002-06-29","third-place match","not applicable","T-76","Turkey","TUR","0","1","P-06124","Şükür","Hakan","9","T-76","Turkey","TUR","1'","1","0","first half","0","0"
"1913","G-1913","2002","2002 FIFA World Cup","M-2002-63","South Korea v Turkey","2002-06-29","third-place match","not applicable","T-76","Turkey","TUR","0","1","P-01607","Mansız","İlhan","17","T-76","Turkey","TUR","13'","13","0","first half","0","0"
"1914","G-1914","2002","2002 FIFA World Cup","M-2002-63","South Korea v Turkey","2002-06-29","third-place match","not applicable","T-76","Turkey","TUR","0","1","P-01607","Mansız","İlhan","17","T-76","Turkey","TUR","32'","32","0","first half","0","0"
"1915","G-1915","2002","2002 FIFA World Cup","M-2002-64","Germany v Brazil","2002-06-30","final","not applicable","T-09","Brazil","BRA","0","1","P-04601","Ronaldo","not applicable","9","T-09","Brazil","BRA","67'","67","0","second half","0","0"
"1916","G-1916","2002","2002 FIFA World Cup","M-2002-64","Germany v Brazil","2002-06-30","final","not applicable","T-09","Brazil","BRA","0","1","P-04601","Ronaldo","not applicable","9","T-09","Brazil","BRA","79'","79","0","second half","0","0"
"1917","G-1917","2006","2006 FIFA World Cup","M-2006-01","Germany v Costa Rica","2006-06-09","group stage","Group A","T-29","Germany","DEU","1","0","P-00485","Lahm","Philipp","16","T-29","Germany","DEU","6'","6","0","first half","0","0"
"1918","G-1918","2006","2006 FIFA World Cup","M-2006-01","Germany v Costa Rica","2006-06-09","group stage","Group A","T-29","Germany","DEU","1","0","P-05239","Klose","Miroslav","11","T-29","Germany","DEU","17'","17","0","first half","0","0"
"1919","G-1919","2006","2006 FIFA World Cup","M-2006-01","Germany v Costa Rica","2006-06-09","group stage","Group A","T-29","Germany","DEU","1","0","P-05239","Klose","Miroslav","11","T-29","Germany","DEU","61'","61","0","second half","0","0"
"1920","G-1920","2006","2006 FIFA World Cup","M-2006-01","Germany v Costa Rica","2006-06-09","group stage","Group A","T-29","Germany","DEU","1","0","P-02737","Frings","Torsten","8","T-29","Germany","DEU","87'","87","0","second half","0","0"
"1921","G-1921","2006","2006 FIFA World Cup","M-2006-01","Germany v Costa Rica","2006-06-09","group stage","Group A","T-16","Costa Rica","CRI","0","1","P-00792","Wanchope","Paulo","9","T-16","Costa Rica","CRI","12'","12","0","first half","0","0"
"1922","G-1922","2006","2006 FIFA World Cup","M-2006-01","Germany v Costa Rica","2006-06-09","group stage","Group A","T-16","Costa Rica","CRI","0","1","P-00792","Wanchope","Paulo","9","T-16","Costa Rica","CRI","73'","73","0","second half","0","0"
"1923","G-1923","2006","2006 FIFA World Cup","M-2006-02","Poland v Ecuador","2006-06-09","group stage","Group A","T-24","Ecuador","ECU","0","1","P-09367","Tenorio","Carlos","21","T-24","Ecuador","ECU","24'","24","0","first half","0","0"
"1924","G-1924","2006","2006 FIFA World Cup","M-2006-02","Poland v Ecuador","2006-06-09","group stage","Group A","T-24","Ecuador","ECU","0","1","P-06431","Delgado","Agustín","11","T-24","Ecuador","ECU","80'","80","0","second half","0","0"
"1925","G-1925","2006","2006 FIFA World Cup","M-2006-03","England v Paraguay","2006-06-10","group stage","Group B","T-27","England","ENG","1","0","P-03869","Gamarra","Carlos","4","T-53","Paraguay","PRY","3'","3","0","first half","1","0"
"1926","G-1926","2006","2006 FIFA World Cup","M-2006-05","Argentina v Ivory Coast","2006-06-10","group stage","Group C","T-03","Argentina","ARG","1","0","P-07013","Crespo","Hernán","9","T-03","Argentina","ARG","24'","24","0","first half","0","0"
"1927","G-1927","2006","2006 FIFA World Cup","M-2006-05","Argentina v Ivory Coast","2006-06-10","group stage","Group C","T-03","Argentina","ARG","1","0","P-00238","Saviola","Javier","7","T-03","Argentina","ARG","38'","38","0","first half","0","0"
"1928","G-1928","2006","2006 FIFA World Cup","M-2006-05","Argentina v Ivory Coast","2006-06-10","group stage","Group C","T-40","Ivory Coast","CIV","0","1","P-08969","Drogba","Didier","11","T-40","Ivory Coast","CIV","82'","82","0","second half","0","0"
"1929","G-1929","2006","2006 FIFA World Cup","M-2006-06","Serbia and Montenegro v Netherlands","2006-06-11","group stage","Group C","T-46","Netherlands","NLD","0","1","P-06098","Robben","Arjen","11","T-46","Netherlands","NLD","18'","18","0","first half","0","0"
"1930","G-1930","2006","2006 FIFA World Cup","M-2006-07","Mexico v Iran","2006-06-11","group stage","Group D","T-44","Mexico","MEX","1","0","P-05224","Bravo","Omar","19","T-44","Mexico","MEX","28'","28","0","first half","0","0"
"1931","G-1931","2006","2006 FIFA World Cup","M-2006-07","Mexico v Iran","2006-06-11","group stage","Group D","T-44","Mexico","MEX","1","0","P-05224","Bravo","Omar","19","T-44","Mexico","MEX","76'","76","0","second half","0","0"
"1932","G-1932","2006","2006 FIFA World Cup","M-2006-07","Mexico v Iran","2006-06-11","group stage","Group D","T-44","Mexico","MEX","1","0","P-04575","Sinha","not applicable","7","T-44","Mexico","MEX","79'","79","0","second half","0","0"
"1933","G-1933","2006","2006 FIFA World Cup","M-2006-07","Mexico v Iran","2006-06-11","group stage","Group D","T-36","Iran","IRN","0","1","P-01408","Golmohammadi","Yahya","4","T-36","Iran","IRN","36'","36","0","first half","0","0"
"1934","G-1934","2006","2006 FIFA World Cup","M-2006-08","Angola v Portugal","2006-06-11","group stage","Group D","T-56","Portugal","PRT","0","1","P-01987","Pauleta","not applicable","9","T-56","Portugal","PRT","4'","4","0","first half","0","0"
"1935","G-1935","2006","2006 FIFA World Cup","M-2006-09","Australia v Japan","2006-06-12","group stage","Group F","T-04","Australia","AUS","1","0","P-09745","Cahill","Tim","4","T-04","Australia","AUS","84'","84","0","second half","0","0"
"1936","G-1936","2006","2006 FIFA World Cup","M-2006-09","Australia v Japan","2006-06-12","group stage","Group F","T-04","Australia","AUS","1","0","P-09745","Cahill","Tim","4","T-04","Australia","AUS","89'","89","0","second half","0","0"
