"id","id2","año","año2","año3","partido","fecha","fase","grupo","id_grupo","pais","pais_min","xx","xxx","id_jugador","apellido","nombre","xxxx","id_pais_jugador","pais_jugador","pais_jugador_min","tiempo_gol","tiempo_gol2","xxxxx","parte_partido","xxxxxx","xxxxxx"
"196","G-0196","1938","1938 FIFA World Cup","M-1938-13","Sweden v Cuba","1938-06-12","quarter-finals","not applicable","T-71","Sweden","SWE","1","0","P-08959","Wetterström","Gustav","0","T-71","Sweden","SWE","22'","22","0","first half","0","0"
"197","G-0197","1938","1938 FIFA World Cup","M-1938-13","Sweden v Cuba","1938-06-12","quarter-finals","not applicable","T-71","Sweden","SWE","1","0","P-08959","Wetterström","Gustav","0","T-71","Sweden","SWE","37'","37","0","first half","0","0"
"198","G-0198","1938","1938 FIFA World Cup","M-1938-13","Sweden v Cuba","1938-06-12","quarter-finals","not applicable","T-71","Sweden","SWE","1","0","P-08959","Wetterström","Gustav","0","T-71","Sweden","SWE","44'","44","0","first half","0","0"
"199","G-0199","1938","1938 FIFA World Cup","M-1938-13","Sweden v Cuba","1938-06-12","quarter-finals","not applicable","T-71","Sweden","SWE","1","0","P-05555","Keller","Tore","0","T-71","Sweden","SWE","80'","80","0","second half","0","0"
"200","G-0200","1938","1938 FIFA World Cup","M-1938-13","Sweden v Cuba","1938-06-12","quarter-finals","not applicable","T-71","Sweden","SWE","1","0","P-06562","Nyberg","Arne","0","T-71","Sweden","SWE","84'","84","0","second half","0","0"
"201","G-0201","1938","1938 FIFA World Cup","M-1938-14","Brazil v Czechoslovakia","1938-06-14","quarter-finals","not applicable","T-09","Brazil","BRA","1","0","P-03023","Leônidas","not applicable","0","T-09","Brazil","BRA","57'","57","0","second half","0","0"
"202","G-0202","1938","1938 FIFA World Cup","M-1938-14","Brazil v Czechoslovakia","1938-06-14","quarter-finals","not applicable","T-09","Brazil","BRA","1","0","P-04054","Roberto","not applicable","0","T-09","Brazil","BRA","62'","62","0","second half","0","0"
"203","G-0203","1938","1938 FIFA World Cup","M-1938-14","Brazil v Czechoslovakia","1938-06-14","quarter-finals","not applicable","T-20","Czechoslovakia","CSK","0","1","P-03747","Kopecký","Vlastimil","0","T-20","Czechoslovakia","CSK","25'","25","0","first half","0","0"
"204","G-0204","1938","1938 FIFA World Cup","M-1938-15","Hungary v Sweden","1938-06-16","semi-finals","not applicable","T-34","Hungary","HUN","1","0","P-02582","Titkos","Pál","0","T-34","Hungary","HUN","37'","37","0","first half","0","0"
"205","G-0205","1938","1938 FIFA World Cup","M-1938-15","Hungary v Sweden","1938-06-16","semi-finals","not applicable","T-34","Hungary","HUN","1","0","P-04466","Zsengellér","Gyula","0","T-34","Hungary","HUN","39'","39","0","first half","0","0"
"206","G-0206","1938","1938 FIFA World Cup","M-1938-15","Hungary v Sweden","1938-06-16","semi-finals","not applicable","T-34","Hungary","HUN","1","0","P-04466","Zsengellér","Gyula","0","T-34","Hungary","HUN","85'","85","0","second half","0","0"
"207","G-0207","1938","1938 FIFA World Cup","M-1938-15","Hungary v Sweden","1938-06-16","semi-finals","not applicable","T-34","Hungary","HUN","1","0","P-02366","Sárosi","György","0","T-34","Hungary","HUN","65'","65","0","second half","0","0"
"208","G-0208","1938","1938 FIFA World Cup","M-1938-15","Hungary v Sweden","1938-06-16","semi-finals","not applicable","T-71","Sweden","SWE","0","1","P-06562","Nyberg","Arne","0","T-71","Sweden","SWE","1'","1","0","first half","0","0"
"209","G-0209","1938","1938 FIFA World Cup","M-1938-15","Hungary v Sweden","1938-06-16","semi-finals","not applicable","T-34","Hungary","HUN","1","0","P-05054","Jacobsson","Sven","0","T-71","Sweden","SWE","19'","19","0","first half","1","0"
"210","G-0210","1938","1938 FIFA World Cup","M-1938-16","Italy v Brazil","1938-06-16","semi-finals","not applicable","T-39","Italy","ITA","1","0","P-03238","Colaussi","Gino","0","T-39","Italy","ITA","51'","51","0","second half","0","0"
"211","G-0211","1938","1938 FIFA World Cup","M-1938-16","Italy v Brazil","1938-06-16","semi-finals","not applicable","T-39","Italy","ITA","1","0","P-03621","Meazza","Giuseppe","0","T-39","Italy","ITA","60'","60","0","second half","0","1"
"212","G-0212","1938","1938 FIFA World Cup","M-1938-16","Italy v Brazil","1938-06-16","semi-finals","not applicable","T-09","Brazil","BRA","0","1","P-06138","Romeu","not applicable","0","T-09","Brazil","BRA","87'","87","0","second half","0","0"
"213","G-0213","1938","1938 FIFA World Cup","M-1938-17","Brazil v Sweden","1938-06-19","third-place match","not applicable","T-09","Brazil","BRA","1","0","P-06138","Romeu","not applicable","0","T-09","Brazil","BRA","44'","44","0","first half","0","0"
"214","G-0214","1938","1938 FIFA World Cup","M-1938-17","Brazil v Sweden","1938-06-19","third-place match","not applicable","T-09","Brazil","BRA","1","0","P-03023","Leônidas","not applicable","0","T-09","Brazil","BRA","63'","63","0","second half","0","0"
"215","G-0215","1938","1938 FIFA World Cup","M-1938-17","Brazil v Sweden","1938-06-19","third-place match","not applicable","T-09","Brazil","BRA","1","0","P-03023","Leônidas","not applicable","0","T-09","Brazil","BRA","74'","74","0","second half","0","0"
"216","G-0216","1938","1938 FIFA World Cup","M-1938-17","Brazil v Sweden","1938-06-19","third-place match","not applicable","T-09","Brazil","BRA","1","0","P-00023","Perácio","not applicable","0","T-09","Brazil","BRA","80'","80","0","second half","0","0"
"217","G-0217","1938","1938 FIFA World Cup","M-1938-17","Brazil v Sweden","1938-06-19","third-place match","not applicable","T-71","Sweden","SWE","0","1","P-06290","Jonasson","Sven","0","T-71","Sweden","SWE","28'","28","0","first half","0","0"
"218","G-0218","1938","1938 FIFA World Cup","M-1938-17","Brazil v Sweden","1938-06-19","third-place match","not applicable","T-71","Sweden","SWE","0","1","P-06562","Nyberg","Arne","0","T-71","Sweden","SWE","38'","38","0","first half","0","0"
"219","G-0219","1938","1938 FIFA World Cup","M-1938-18","Italy v Hungary","1938-06-19","final","not applicable","T-39","Italy","ITA","1","0","P-03238","Colaussi","Gino","0","T-39","Italy","ITA","6'","6","0","first half","0","0"
"220","G-0220","1938","1938 FIFA World Cup","M-1938-18","Italy v Hungary","1938-06-19","final","not applicable","T-39","Italy","ITA","1","0","P-03238","Colaussi","Gino","0","T-39","Italy","ITA","35'","35","0","first half","0","0"
"221","G-0221","1938","1938 FIFA World Cup","M-1938-18","Italy v Hungary","1938-06-19","final","not applicable","T-39","Italy","ITA","1","0","P-08824","Piola","Silvio","0","T-39","Italy","ITA","16'","16","0","first half","0","0"
"222","G-0222","1938","1938 FIFA World Cup","M-1938-18","Italy v Hungary","1938-06-19","final","not applicable","T-39","Italy","ITA","1","0","P-08824","Piola","Silvio","0","T-39","Italy","ITA","82'","82","0","second half","0","0"
"223","G-0223","1938","1938 FIFA World Cup","M-1938-18","Italy v Hungary","1938-06-19","final","not applicable","T-34","Hungary","HUN","0","1","P-02582","Titkos","Pál","0","T-34","Hungary","HUN","8'","8","0","first half","0","0"
"224","G-0224","1938","1938 FIFA World Cup","M-1938-18","Italy v Hungary","1938-06-19","final","not applicable","T-34","Hungary","HUN","0","1","P-02366","Sárosi","György","0","T-34","Hungary","HUN","70'","70","0","second half","0","0"
"225","G-0225","1950","1950 FIFA World Cup","M-1950-01","Brazil v Mexico","1950-06-24","group stage","Group 1","T-09","Brazil","BRA","1","0","P-04188","Ademir","not applicable","0","T-09","Brazil","BRA","30'","30","0","first half","0","0"
"226","G-0226","1950","1950 FIFA World Cup","M-1950-01","Brazil v Mexico","1950-06-24","group stage","Group 1","T-09","Brazil","BRA","1","0","P-04188","Ademir","not applicable","0","T-09","Brazil","BRA","79'","79","0","second half","0","0"
"227","G-0227","1950","1950 FIFA World Cup","M-1950-01","Brazil v Mexico","1950-06-24","group stage","Group 1","T-09","Brazil","BRA","1","0","P-06471","Jair","not applicable","0","T-09","Brazil","BRA","65'","65","0","second half","0","0"
"228","G-0228","1950","1950 FIFA World Cup","M-1950-01","Brazil v Mexico","1950-06-24","group stage","Group 1","T-09","Brazil","BRA","1","0","P-02090","Baltazar","not applicable","0","T-09","Brazil","BRA","71'","71","0","second half","0","0"
"229","G-0229","1950","1950 FIFA World Cup","M-1950-02","Yugoslavia v Switzerland","1950-06-25","group stage","Group 1","T-83","Yugoslavia","YUG","1","0","P-07614","Mitić","Rajko","0","T-83","Yugoslavia","YUG","59'","59","0","second half","0","0"
"230","G-0230","1950","1950 FIFA World Cup","M-1950-02","Yugoslavia v Switzerland","1950-06-25","group stage","Group 1","T-83","Yugoslavia","YUG","1","0","P-06934","Tomašević","Kosta","0","T-83","Yugoslavia","YUG","70'","70","0","second half","0","0"
"231","G-0231","1950","1950 FIFA World Cup","M-1950-02","Yugoslavia v Switzerland","1950-06-25","group stage","Group 1","T-83","Yugoslavia","YUG","1","0","P-04537","Ognjanov","Tihomir","0","T-83","Yugoslavia","YUG","84'","84","0","second half","0","0"
"232","G-0232","1950","1950 FIFA World Cup","M-1950-03","England v Chile","1950-06-25","group stage","Group 2","T-27","England","ENG","1","0","P-07259","Mortensen","Stan","0","T-27","England","ENG","39'","39","0","first half","0","0"
"233","G-0233","1950","1950 FIFA World Cup","M-1950-03","England v Chile","1950-06-25","group stage","Group 2","T-27","England","ENG","1","0","P-04023","Mannion","Wilf","0","T-27","England","ENG","51'","51","0","second half","0","0"
"234","G-0234","1950","1950 FIFA World Cup","M-1950-04","Spain v United States","1950-06-25","group stage","Group 2","T-70","Spain","ESP","1","0","P-03617","Igoa","Silvestre","0","T-70","Spain","ESP","81'","81","0","second half","0","0"
"235","G-0235","1950","1950 FIFA World Cup","M-1950-04","Spain v United States","1950-06-25","group stage","Group 2","T-70","Spain","ESP","1","0","P-08187","Basora","Estanislau","0","T-70","Spain","ESP","83'","83","0","second half","0","0"
"236","G-0236","1950","1950 FIFA World Cup","M-1950-04","Spain v United States","1950-06-25","group stage","Group 2","T-70","Spain","ESP","1","0","P-03281","Zarra","Telmo","0","T-70","Spain","ESP","89'","89","0","second half","0","0"
"237","G-0237","1950","1950 FIFA World Cup","M-1950-04","Spain v United States","1950-06-25","group stage","Group 2","T-79","United States","USA","0","1","P-01452","Pariani","Gino","0","T-79","United States","USA","17'","17","0","first half","0","0"
"238","G-0238","1950","1950 FIFA World Cup","M-1950-05","Sweden v Italy","1950-06-25","group stage","Group 3","T-71","Sweden","SWE","1","0","P-00166","Jeppson","Hasse","0","T-71","Sweden","SWE","25'","25","0","first half","0","0"
"239","G-0239","1950","1950 FIFA World Cup","M-1950-05","Sweden v Italy","1950-06-25","group stage","Group 3","T-71","Sweden","SWE","1","0","P-00166","Jeppson","Hasse","0","T-71","Sweden","SWE","68'","68","0","second half","0","0"
"240","G-0240","1950","1950 FIFA World Cup","M-1950-05","Sweden v Italy","1950-06-25","group stage","Group 3","T-71","Sweden","SWE","1","0","P-06904","Andersson","Sune","0","T-71","Sweden","SWE","33'","33","0","first half","0","0"
"241","G-0241","1950","1950 FIFA World Cup","M-1950-05","Sweden v Italy","1950-06-25","group stage","Group 3","T-39","Italy","ITA","0","1","P-08248","Carapellese","Riccardo","0","T-39","Italy","ITA","7'","7","0","first half","0","0"
"242","G-0242","1950","1950 FIFA World Cup","M-1950-05","Sweden v Italy","1950-06-25","group stage","Group 3","T-39","Italy","ITA","0","1","P-00854","Muccinelli","Ermes","0","T-39","Italy","ITA","75'","75","0","second half","0","0"
"243","G-0243","1950","1950 FIFA World Cup","M-1950-06","Brazil v Switzerland","1950-06-28","group stage","Group 1","T-09","Brazil","BRA","1","0","P-00257","Alfredo","not applicable","0","T-09","Brazil","BRA","3'","3","0","first half","0","0"
"244","G-0244","1950","1950 FIFA World Cup","M-1950-06","Brazil v Switzerland","1950-06-28","group stage","Group 1","T-09","Brazil","BRA","1","0","P-02090","Baltazar","not applicable","0","T-09","Brazil","BRA","32'","32","0","first half","0","0"
"245","G-0245","1950","1950 FIFA World Cup","M-1950-06","Brazil v Switzerland","1950-06-28","group stage","Group 1","T-72","Switzerland","CHE","0","1","P-08600","Fatton","Jacques","0","T-72","Switzerland","CHE","17'","17","0","first half","0","0"
"246","G-0246","1950","1950 FIFA World Cup","M-1950-06","Brazil v Switzerland","1950-06-28","group stage","Group 1","T-72","Switzerland","CHE","0","1","P-08600","Fatton","Jacques","0","T-72","Switzerland","CHE","88'","88","0","second half","0","0"
"247","G-0247","1950","1950 FIFA World Cup","M-1950-07","Yugoslavia v Mexico","1950-06-28","group stage","Group 1","T-83","Yugoslavia","YUG","1","0","P-04917","Bobek","Stjepan","0","T-83","Yugoslavia","YUG","20'","20","0","first half","0","0"
"248","G-0248","1950","1950 FIFA World Cup","M-1950-07","Yugoslavia v Mexico","1950-06-28","group stage","Group 1","T-83","Yugoslavia","YUG","1","0","P-06963","Čajkovski","Željko","0","T-83","Yugoslavia","YUG","23'","23","0","first half","0","0"
"249","G-0249","1950","1950 FIFA World Cup","M-1950-07","Yugoslavia v Mexico","1950-06-28","group stage","Group 1","T-83","Yugoslavia","YUG","1","0","P-06963","Čajkovski","Željko","0","T-83","Yugoslavia","YUG","51'","51","0","second half","0","0"
"250","G-0250","1950","1950 FIFA World Cup","M-1950-07","Yugoslavia v Mexico","1950-06-28","group stage","Group 1","T-83","Yugoslavia","YUG","1","0","P-06934","Tomašević","Kosta","0","T-83","Yugoslavia","YUG","81'","81","0","second half","0","0"
"251","G-0251","1950","1950 FIFA World Cup","M-1950-07","Yugoslavia v Mexico","1950-06-28","group stage","Group 1","T-44","Mexico","MEX","0","1","P-01505","Ortiz","Héctor","0","T-44","Mexico","MEX","89'","89","0","second half","0","1"
"252","G-0252","1950","1950 FIFA World Cup","M-1950-08","Spain v Chile","1950-06-29","group stage","Group 2","T-70","Spain","ESP","1","0","P-08187","Basora","Estanislau","0","T-70","Spain","ESP","17'","17","0","first half","0","0"
"253","G-0253","1950","1950 FIFA World Cup","M-1950-08","Spain v Chile","1950-06-29","group stage","Group 2","T-70","Spain","ESP","1","0","P-03281","Zarra","Telmo","0","T-70","Spain","ESP","30'","30","0","first half","0","0"
"254","G-0254","1950","1950 FIFA World Cup","M-1950-09","United States v England","1950-06-29","group stage","Group 2","T-79","United States","USA","1","0","P-00852","Gaetjens","Joe","0","T-79","United States","USA","38'","38","0","first half","0","0"
"255","G-0255","1950","1950 FIFA World Cup","M-1950-10","Sweden v Paraguay","1950-06-29","group stage","Group 3","T-71","Sweden","SWE","1","0","P-06002","Sundqvist","Stig","0","T-71","Sweden","SWE","17'","17","0","first half","0","0"
"256","G-0256","1950","1950 FIFA World Cup","M-1950-10","Sweden v Paraguay","1950-06-29","group stage","Group 3","T-71","Sweden","SWE","1","0","P-09097","Palmér","Karl-Erik","0","T-71","Sweden","SWE","26'","26","0","first half","0","0"
"257","G-0257","1950","1950 FIFA World Cup","M-1950-10","Sweden v Paraguay","1950-06-29","group stage","Group 3","T-53","Paraguay","PRY","0","1","P-02013","López","Atilio","0","T-53","Paraguay","PRY","35'","35","0","first half","0","0"
"258","G-0258","1950","1950 FIFA World Cup","M-1950-10","Sweden v Paraguay","1950-06-29","group stage","Group 3","T-53","Paraguay","PRY","0","1","P-04742","Fretes","César López","0","T-53","Paraguay","PRY","74'","74","0","second half","0","0"
"259","G-0259","1950","1950 FIFA World Cup","M-1950-11","Brazil v Yugoslavia","1950-07-01","group stage","Group 1","T-09","Brazil","BRA","1","0","P-04188","Ademir","not applicable","0","T-09","Brazil","BRA","4'","4","0","first half","0","0"
"260","G-0260","1950","1950 FIFA World Cup","M-1950-11","Brazil v Yugoslavia","1950-07-01","group stage","Group 1","T-09","Brazil","BRA","1","0","P-05390","Zizinho","not applicable","0","T-09","Brazil","BRA","69'","69","0","second half","0","0"
"261","G-0261","1950","1950 FIFA World Cup","M-1950-12","Chile v United States","1950-07-02","group stage","Group 2","T-13","Chile","CHL","1","0","P-09540","Robledo","George","0","T-13","Chile","CHL","16'","16","0","first half","0","0"
"262","G-0262","1950","1950 FIFA World Cup","M-1950-12","Chile v United States","1950-07-02","group stage","Group 2","T-13","Chile","CHL","1","0","P-07187","Cremaschi","Atilio","0","T-13","Chile","CHL","32'","32","0","first half","0","0"
"263","G-0263","1950","1950 FIFA World Cup","M-1950-12","Chile v United States","1950-07-02","group stage","Group 2","T-13","Chile","CHL","1","0","P-07187","Cremaschi","Atilio","0","T-13","Chile","CHL","60'","60","0","second half","0","0"
"264","G-0264","1950","1950 FIFA World Cup","M-1950-12","Chile v United States","1950-07-02","group stage","Group 2","T-13","Chile","CHL","1","0","P-03441","Prieto","Andrés","0","T-13","Chile","CHL","54'","54","0","second half","0","0"
"265","G-0265","1950","1950 FIFA World Cup","M-1950-12","Chile v United States","1950-07-02","group stage","Group 2","T-13","Chile","CHL","1","0","P-09291","Riera","Fernando","0","T-13","Chile","CHL","82'","82","0","second half","0","0"
"266","G-0266","1950","1950 FIFA World Cup","M-1950-12","Chile v United States","1950-07-02","group stage","Group 2","T-79","United States","USA","0","1","P-00014","Wallace","Frank","0","T-79","United States","USA","47'","47","0","second half","0","0"
"267","G-0267","1950","1950 FIFA World Cup","M-1950-12","Chile v United States","1950-07-02","group stage","Group 2","T-79","United States","USA","0","1","P-08718","Maca","Joe","0","T-79","United States","USA","48'","48","0","second half","0","1"
"268","G-0268","1950","1950 FIFA World Cup","M-1950-13","Spain v England","1950-07-02","group stage","Group 2","T-70","Spain","ESP","1","0","P-03281","Zarra","Telmo","0","T-70","Spain","ESP","48'","48","0","second half","0","0"
"269","G-0269","1950","1950 FIFA World Cup","M-1950-14","Italy v Paraguay","1950-07-02","group stage","Group 3","T-39","Italy","ITA","1","0","P-08248","Carapellese","Riccardo","0","T-39","Italy","ITA","12'","12","0","first half","0","0"
"270","G-0270","1950","1950 FIFA World Cup","M-1950-14","Italy v Paraguay","1950-07-02","group stage","Group 3","T-39","Italy","ITA","1","0","P-04878","Pandolfini","Egisto","0","T-39","Italy","ITA","62'","62","0","second half","0","0"
"271","G-0271","1950","1950 FIFA World Cup","M-1950-15","Uruguay v Bolivia","1950-07-02","group stage","Group 4","T-80","Uruguay","URY","1","0","P-06216","Míguez","Oscar","0","T-80","Uruguay","URY","14'","14","0","first half","0","0"
"272","G-0272","1950","1950 FIFA World Cup","M-1950-15","Uruguay v Bolivia","1950-07-02","group stage","Group 4","T-80","Uruguay","URY","1","0","P-06216","Míguez","Oscar","0","T-80","Uruguay","URY","40'","40","0","first half","0","0"
"273","G-0273","1950","1950 FIFA World Cup","M-1950-15","Uruguay v Bolivia","1950-07-02","group stage","Group 4","T-80","Uruguay","URY","1","0","P-06216","Míguez","Oscar","0","T-80","Uruguay","URY","51'","51","0","second half","0","0"
"274","G-0274","1950","1950 FIFA World Cup","M-1950-15","Uruguay v Bolivia","1950-07-02","group stage","Group 4","T-80","Uruguay","URY","1","0","P-02966","Vidal","Ernesto","0","T-80","Uruguay","URY","18'","18","0","first half","0","0"
"275","G-0275","1950","1950 FIFA World Cup","M-1950-15","Uruguay v Bolivia","1950-07-02","group stage","Group 4","T-80","Uruguay","URY","1","0","P-08519","Schiaffino","Juan Alberto","0","T-80","Uruguay","URY","23'","23","0","first half","0","0"
"276","G-0276","1950","1950 FIFA World Cup","M-1950-15","Uruguay v Bolivia","1950-07-02","group stage","Group 4","T-80","Uruguay","URY","1","0","P-08519","Schiaffino","Juan Alberto","0","T-80","Uruguay","URY","54'","54","0","second half","0","0"
"277","G-0277","1950","1950 FIFA World Cup","M-1950-15","Uruguay v Bolivia","1950-07-02","group stage","Group 4","T-80","Uruguay","URY","1","0","P-03134","Pérez","Julio","0","T-80","Uruguay","URY","83'","83","0","second half","0","0"
"278","G-0278","1950","1950 FIFA World Cup","M-1950-15","Uruguay v Bolivia","1950-07-02","group stage","Group 4","T-80","Uruguay","URY","1","0","P-02673","Ghiggia","Alcides","0","T-80","Uruguay","URY","87'","87","0","second half","0","0"
"279","G-0279","1950","1950 FIFA World Cup","M-1950-16","Switzerland v Mexico","1950-07-02","group stage","Group 1","T-72","Switzerland","CHE","1","0","P-01810","Bader","René","0","T-72","Switzerland","CHE","10'","10","0","first half","0","0"
"280","G-0280","1950","1950 FIFA World Cup","M-1950-16","Switzerland v Mexico","1950-07-02","group stage","Group 1","T-72","Switzerland","CHE","1","0","P-09805","Antenen","Charles","0","T-72","Switzerland","CHE","44'","44","0","first half","0","0"
"281","G-0281","1950","1950 FIFA World Cup","M-1950-16","Switzerland v Mexico","1950-07-02","group stage","Group 1","T-44","Mexico","MEX","0","1","P-06574","Casarín","Horacio","0","T-44","Mexico","MEX","89'","89","0","second half","0","0"
"282","G-0282","1950","1950 FIFA World Cup","M-1950-17","Brazil v Sweden","1950-07-09","final round","not applicable","T-09","Brazil","BRA","1","0","P-04188","Ademir","not applicable","0","T-09","Brazil","BRA","17'","17","0","first half","0","0"
"283","G-0283","1950","1950 FIFA World Cup","M-1950-17","Brazil v Sweden","1950-07-09","final round","not applicable","T-09","Brazil","BRA","1","0","P-04188","Ademir","not applicable","0","T-09","Brazil","BRA","36'","36","0","first half","0","0"
"284","G-0284","1950","1950 FIFA World Cup","M-1950-17","Brazil v Sweden","1950-07-09","final round","not applicable","T-09","Brazil","BRA","1","0","P-04188","Ademir","not applicable","0","T-09","Brazil","BRA","52'","52","0","second half","0","0"
"285","G-0285","1950","1950 FIFA World Cup","M-1950-17","Brazil v Sweden","1950-07-09","final round","not applicable","T-09","Brazil","BRA","1","0","P-04188","Ademir","not applicable","0","T-09","Brazil","BRA","58'","58","0","second half","0","0"
"286","G-0286","1950","1950 FIFA World Cup","M-1950-17","Brazil v Sweden","1950-07-09","final round","not applicable","T-09","Brazil","BRA","1","0","P-02577","Chico","not applicable","0","T-09","Brazil","BRA","39'","39","0","first half","0","0"
"287","G-0287","1950","1950 FIFA World Cup","M-1950-17","Brazil v Sweden","1950-07-09","final round","not applicable","T-09","Brazil","BRA","1","0","P-02577","Chico","not applicable","0","T-09","Brazil","BRA","88'","88","0","second half","0","0"
"288","G-0288","1950","1950 FIFA World Cup","M-1950-17","Brazil v Sweden","1950-07-09","final round","not applicable","T-09","Brazil","BRA","1","0","P-04673","Maneca","not applicable","0","T-09","Brazil","BRA","85'","85","0","second half","0","0"
"289","G-0289","1950","1950 FIFA World Cup","M-1950-17","Brazil v Sweden","1950-07-09","final round","not applicable","T-71","Sweden","SWE","0","1","P-06904","Andersson","Sune","0","T-71","Sweden","SWE","67'","67","0","second half","0","1"
"290","G-0290","1950","1950 FIFA World Cup","M-1950-18","Uruguay v Spain","1950-07-09","final round","not applicable","T-80","Uruguay","URY","1","0","P-02673","Ghiggia","Alcides","0","T-80","Uruguay","URY","29'","29","0","first half","0","0"
"291","G-0291","1950","1950 FIFA World Cup","M-1950-18","Uruguay v Spain","1950-07-09","final round","not applicable","T-80","Uruguay","URY","1","0","P-09349","Varela","Obdulio","0","T-80","Uruguay","URY","73'","73","0","second half","0","0"
"292","G-0292","1950","1950 FIFA World Cup","M-1950-18","Uruguay v Spain","1950-07-09","final round","not applicable","T-70","Spain","ESP","0","1","P-08187","Basora","Estanislau","0","T-70","Spain","ESP","37'","37","0","first half","0","0"
"293","G-0293","1950","1950 FIFA World Cup","M-1950-18","Uruguay v Spain","1950-07-09","final round","not applicable","T-70","Spain","ESP","0","1","P-08187","Basora","Estanislau","0","T-70","Spain","ESP","39'","39","0","first half","0","0"
"294","G-0294","1950","1950 FIFA World Cup","M-1950-19","Brazil v Spain","1950-07-13","final round","not applicable","T-09","Brazil","BRA","1","0","P-04188","Ademir","not applicable","0","T-09","Brazil","BRA","15'","15","0","first half","0","0"
"295","G-0295","1950","1950 FIFA World Cup","M-1950-19","Brazil v Spain","1950-07-13","final round","not applicable","T-09","Brazil","BRA","1","0","P-06471","Jair","not applicable","0","T-09","Brazil","BRA","21'","21","0","first half","0","0"
"296","G-0296","1950","1950 FIFA World Cup","M-1950-19","Brazil v Spain","1950-07-13","final round","not applicable","T-09","Brazil","BRA","1","0","P-02577","Chico","not applicable","0","T-09","Brazil","BRA","31'","31","0","first half","0","0"
"297","G-0297","1950","1950 FIFA World Cup","M-1950-19","Brazil v Spain","1950-07-13","final round","not applicable","T-09","Brazil","BRA","1","0","P-02577","Chico","not applicable","0","T-09","Brazil","BRA","55'","55","0","second half","0","0"
"298","G-0298","1950","1950 FIFA World Cup","M-1950-19","Brazil v Spain","1950-07-13","final round","not applicable","T-09","Brazil","BRA","1","0","P-04188","Ademir","not applicable","0","T-09","Brazil","BRA","57'","57","0","second half","0","0"
"299","G-0299","1950","1950 FIFA World Cup","M-1950-19","Brazil v Spain","1950-07-13","final round","not applicable","T-09","Brazil","BRA","1","0","P-05390","Zizinho","not applicable","0","T-09","Brazil","BRA","67'","67","0","second half","0","0"
"300","G-0300","1950","1950 FIFA World Cup","M-1950-19","Brazil v Spain","1950-07-13","final round","not applicable","T-70","Spain","ESP","0","1","P-03617","Igoa","Silvestre","0","T-70","Spain","ESP","71'","71","0","second half","0","0"
"301","G-0301","1950","1950 FIFA World Cup","M-1950-20","Uruguay v Sweden","1950-07-13","final round","not applicable","T-80","Uruguay","URY","1","0","P-02673","Ghiggia","Alcides","0","T-80","Uruguay","URY","39'","39","0","first half","0","0"
"302","G-0302","1950","1950 FIFA World Cup","M-1950-20","Uruguay v Sweden","1950-07-13","final round","not applicable","T-80","Uruguay","URY","1","0","P-06216","Míguez","Oscar","0","T-80","Uruguay","URY","77'","77","0","second half","0","0"
"303","G-0303","1950","1950 FIFA World Cup","M-1950-20","Uruguay v Sweden","1950-07-13","final round","not applicable","T-80","Uruguay","URY","1","0","P-06216","Míguez","Oscar","0","T-80","Uruguay","URY","85'","85","0","second half","0","0"
"304","G-0304","1950","1950 FIFA World Cup","M-1950-20","Uruguay v Sweden","1950-07-13","final round","not applicable","T-71","Sweden","SWE","0","1","P-09097","Palmér","Karl-Erik","0","T-71","Sweden","SWE","5'","5","0","first half","0","0"
"305","G-0305","1950","1950 FIFA World Cup","M-1950-20","Uruguay v Sweden","1950-07-13","final round","not applicable","T-71","Sweden","SWE","0","1","P-06002","Sundqvist","Stig","0","T-71","Sweden","SWE","40'","40","0","first half","0","0"
"306","G-0306","1950","1950 FIFA World Cup","M-1950-21","Sweden v Spain","1950-07-16","final round","not applicable","T-71","Sweden","SWE","1","0","P-06002","Sundqvist","Stig","0","T-71","Sweden","SWE","15'","15","0","first half","0","0"
"307","G-0307","1950","1950 FIFA World Cup","M-1950-21","Sweden v Spain","1950-07-16","final round","not applicable","T-71","Sweden","SWE","1","0","P-05765","Mellberg","Bror","0","T-71","Sweden","SWE","33'","33","0","first half","0","0"
"308","G-0308","1950","1950 FIFA World Cup","M-1950-21","Sweden v Spain","1950-07-16","final round","not applicable","T-71","Sweden","SWE","1","0","P-09097","Palmér","Karl-Erik","0","T-71","Sweden","SWE","80'","80","0","second half","0","0"
"309","G-0309","1950","1950 FIFA World Cup","M-1950-21","Sweden v Spain","1950-07-16","final round","not applicable","T-70","Spain","ESP","0","1","P-03281","Zarra","Telmo","0","T-70","Spain","ESP","82'","82","0","second half","0","0"
"310","G-0310","1950","1950 FIFA World Cup","M-1950-22","Uruguay v Brazil","1950-07-16","final round","not applicable","T-80","Uruguay","URY","1","0","P-08519","Schiaffino","Juan Alberto","0","T-80","Uruguay","URY","66'","66","0","second half","0","0"
"311","G-0311","1950","1950 FIFA World Cup","M-1950-22","Uruguay v Brazil","1950-07-16","final round","not applicable","T-80","Uruguay","URY","1","0","P-02673","Ghiggia","Alcides","0","T-80","Uruguay","URY","79'","79","0","second half","0","0"
"312","G-0312","1950","1950 FIFA World Cup","M-1950-22","Uruguay v Brazil","1950-07-16","final round","not applicable","T-09","Brazil","BRA","0","1","P-00745","Friaça","not applicable","0","T-09","Brazil","BRA","47'","47","0","second half","0","0"
